id|name|gene_id
26702|A2BP1|11924
26703|FOX-1|11924
26704|HRNBP1|11924
26705|XT3|11925
26706|Xtrp3|11925
26707|IMINO|11925
26708|BTN2A3|11926
26709|BTN2.3|11926
26710|HSHIN1|11927
26711|KIAA1046|11927
26712|DUBA6|11927
26713|HSPX153|11928
26714|HSGP25L2G|11929
26715|p24alpha2|11929
26716|p24a2|11929
26717|FLJ13018|11930
26718|RAB39|11931
26719|mpp8|11932
26720|HSMPP8|11932
26721|Pet-1|11933
26722|BIRC4BP|11934
26723|XIAPAF1|11934
26724|HSXIAPAF1|11934
26725|OBRGRP|11935
26726|OB-RGRP|11935
26727|VPS55|11935
26728|FLJ90360|11935
26729|HSJ001348|11936
26730|FLJ35226|11936
26731|CT97|11936
26732|MERP-1|11937
26733|MERP1|11937
26734|UCC1|11937
26735|EPDR|11937
26736|FBLP-1|11938
26737|migfilin|11938
26738|DKFZp434H2215|11939
26739|DKFZp434J1015|11940
26740|FAM22F|11941
26741|DKFZp434I1117|11941
26742|SEF|11942
26743|IL17RLM|11942
26744|FLJ35755|11942
26745|IL-17RD|11942
26746|DKFZp434F2322|11943
26747|DKFZp434G0522|11944
26748|PC4|11945
26749|SPC5|11945
26750|DKFZp434B217|11945
26751|MGC34749|11945
26752|DKFZp434C0328|11946
26753|ODF6|11947
26754|ropporin|11947
26755|ROPN1A|11947
26756|CT91|11947
26757|TRABID|11948
26758|DIPB|11949
26759|MC7|11949
26760|PC3B|11950
26761|APRO3|11950
26762|DKFZp434D0513|11951
26763|KIAA1864|11951
26764|PPP1R31|11951
26765|CILD5|11951
26766|Di-Ras2|11952
26767|DKFZp761C07121|11952
26768|LENG3|11953
26769|DKFZP434D0412|11953
26770|p84|11953
26771|MBS85|11953
26772|p85|11953
26773|DKFZp434A1721|11954
26774|C10orf123|11954
26775|C10orf124|11954
26776|C10orf93|11954
26777|C10orf92|11954
26778|TTC40|11954
26779|bA288G11.4|11954
26780|bA288G11.5|11954
26781|bB137A17.2|11954
26782|FLJ25954|11954
26783|bB137A17.3|11954
26784|ARK|11955
26785|Arkadia|11955
26786|FLJ38008|11955
26787|DKFZP761D081|11955
26788|C10orf86|11956
26789|FLJ20003|11956
26790|bA500G22.3|11956
26791|NSE4A|11956
26792|FLJ20013|11957
26793|C17orf59|11958
26794|FLJ20014|11958
26795|DJ10|11959
26796|FLJ20027|11959
26797|KIAA1546|11960
26798|FLJ20032|11960
26799|FLJ20038|11961
26800|BTBD27|11961
26801|FLJ20041|11962
26802|BSN2|11963
26803|FLJ20043|11963
26804|FLJ20045|11964
26805|p28b|11964
26806|SRB5|11964
26807|CDH27|11965
26808|PCDH23|11965
26809|CDHJ|11965
26810|FLJ20047|11965
26811|PCDHJ|11965
26812|CDHR7|11965
26813|SA49P01|11966
26814|FLJ20055|11966
26815|DRE1|11967
26816|FLJ20059|11967
26817|KRIP6|11967
26818|FAM29A|11968
26819|FLJ20060|11968
26820|KIAA1574|11968
26821|dgt6|11968
26822|FLJ20061|11969
26823|IPT|11969
26824|ACDP2|11970
26825|FLJ20069|11971
26826|JBTS3|11971
26827|FLJ20070|11972
26828|FLJ20071|11973
26829|DMC|11973
26830|SMC|11973
26831|C7orf5|11974
26832|KIAA2004|11974
26833|FLJ20073|11974
26834|FLJ20075|11975
26835|SEMCAP-2|11975
26836|FLJ20079|11976
26837|MGC33965|11977
26838|FLJ20080|11977
26839|FLJ23793|11977
26840|Nbla10388|11977
26841|BTBD5|11978
26842|FLJ20081|11978
26843|FLJ20084|11979
26844|p66alpha|11980
26845|SUHW4|11981
26846|FLJ20086|11981
26847|ZNF634|11981
26848|FLJ20094|11982
26849|nudE|11983
26850|FLJ20101|11983
26851|NDE|11983
26852|FLJ20105|11984
26853|PICH|11984
26854|CHAK1|11985
26855|LTRPC7|11985
26856|TRP-PLIK|11985
26857|C1orf26|11986
26858|FLJ20121|11986
26859|HsSwt1|11986
26860|PCDH24|11987
26861|PC-LKC|11987
26862|FLJ20124|11987
26863|FLJ20383|11987
26864|PCLKC|11987
26865|ZH2C2|11988
26866|FLJ20125|11988
26867|GIN-1|11988
26868|TGIN1|11988
26869|C11orf33|11989
26870|FAM55D|11989
26871|FLJ20127|11989
26872|FLJ20128|11990
26873|PHAF2|11990
26874|FLJ20129|11991
26875|SLRR1C|11991
26876|PLAP-1|11991
26877|FLJ20130|11992
26878|VMD2L1|11993
26879|FLJ20132|11993
26880|FLJ20136|11994
26881|FLJ10381|11994
26882|KIAA1421|11994
26883|BLTP5C|11994
26884|FLJ20142|11995
26885|dJ776P7.1|11995
26886|MACROD3|11995
26887|FLJ20150|11996
26888|C10orf26|11997
26889|FLJ20154|11997
26890|OPAL1|11997
26891|FLJ20156|11998
26892|CSTPP2|11998
26893|PGs4|11998
26894|AXA1|11999
26895|FLJ20157|11999
26896|AOA|11999
26897|AOA1|11999
26898|EAOH|11999
26899|EOAHA|11999
26900|FLJ20159|12000
26901|FLJ20160|12001
26902|FLJ20163|12002
26903|FLJ21219|12002
26904|KIAA1597|12002
26905|exophilin-4|12002
26906|CHR11SYT|12002
26907|SLP2|12002
26908|SGA72M|12002
26909|MGC102768|12002
26910|PPP1R151|12002
26911|RBM35A|12003
26912|FLJ20171|12003
26913|FLJ20174|12004
26914|SID-1|12004
26915|FLJ20184|12005
26916|FLJ20186|12006
26917|FLJ20188|12007
26918|Fbl12|12007
26919|FLJ20189|12008
26920|FGIF|12008
26921|GBIF|12008
26922|FLJ20190|12009
26923|MPRG|12009
26924|FLJ20195|12010
26925|FLJ21702|12010
26926|FLJ20200|12011
26927|FAM46C|12012
26928|FLJ20202|12012
26929|GON4|12013
26930|FLJ20203|12013
26931|GON-4|12013
26932|YARP|12013
26933|OBDPF|12014
26934|FLJ20207|12014
26935|GDE3|12014
26936|PGP-I|12015
26937|Pcp|12015
26938|PGPI|12015
26939|TMEM103|12016
26940|C3orf75|12016
26941|FLJ20211|12016
26942|Ms4a10|12017
26943|FLJ20217|12017
26944|FLJ20224|12018
26945|HSNFRK|12018
26946|KIAA0096|12018
26947|FLJ20241|12019
26948|MRT3|12019
26949|Freud-1|12019
26950|Lgd2|12019
26951|TAPE|12019
26952|Aki-1|12019
26953|C9orf167|12020
26954|FLJ20245|12020
26955|GPATC4|12021
26956|FLJ20249|12021
26957|DKFZP434F1735|12021
26958|CPI17-like|12022
26959|FLJ20251|12022
26960|GBPI-1|12022
26961|MGC119014|12022
26962|MGC119016|12022
26963|FLJ20254|12023
26964|FLJ20255|12024
26965|FLJ00021|12024
26966|FLJ20258|12025
26967|MGC23164|12025
26968|MGC4642|12025
26969|FLJ20259|12026
26970|VERBRAS|12026
26971|AB-DIP|12026
26972|FLJ20265|12027
26973|GPI7|12027
26974|LAS21|12027
26975|C1orf11|12028
26976|FLJ20271|12028
26977|PALML|12028
26978|C1orf39|12029
26979|TOCA1|12029
26980|FLJ20275|12029
26981|C9orf101|12030
26982|C9orf39|12030
26983|FLJ20276|12030
26984|bA340N12.1|12030
26985|OTTHUMG00000019597|12030
26986|C4orf30|12031
26987|FLJ20280|12031
26988|C18orf49|12032
26989|FLJ20281|12032
26990|KIAA1744|12032
26991|FLJ20222|12032
26992|DP8|12033
26993|DPRP1|12033
26994|MSTP141|12033
26995|FLJ14920|12033
26996|FLJ20283|12033
26997|MGC26191|12033
26998|FLJ20284|12034
26999|STLR|12034
27000|ST7R|12034
27001|FAM4B|12034
27002|FLJ20285|12035
27003|KIAA1575|12035
27004|FLJ20287|12036
27005|bA208F1.2|12036
27006|Ipi1|12036
27007|MASK|12037
27008|FLJ20288|12037
27009|FLJ11979|12037
27010|FLJ10042|12037
27011|FLJ14127|12037
27012|KIAA1085|12037
27013|MASK1|12037
27014|CCDC49|12038
27015|FLJ20291|12038
27016|FLJ20296|12039
27017|FLJ20298|12040
27018|RP11-321G1.1|12040
27019|GRAMD8B|12040
27020|PRG-3|12041
27021|MGC26189|12041
27022|FLJ20300|12041
27023|LPPR1|12041
27024|C6orf107|12042
27025|UHRF1BP1|12042
27026|FLJ20302|12042
27027|dJ349A12.1|12042
27028|MRT5|12043
27029|FLJ20303|12043
27030|TRM4|12043
27031|Misu|12043
27032|SAKI|12043
27033|OFOXD1|12044
27034|FLJ20308|12044
27035|FLJ20309|12045
27036|LUZP5|12046
27037|FLJ20311|12046
27038|CAP-G2|12046
27039|hCAP-G2|12046
27040|FLJ20313|12047
27041|FLJ20315|12048
27042|DKFZp781H0392|12048
27043|URCC|12048
27044|PQLC2|12049
27045|FLJ20320|12049
27046|LAAT-1|12049
27047|LAAT1|12049
27048|FLJ20321|12050
27049|ZNF693|12050
27050|castor|12050
27051|cst|12050
27052|SRG|12050
27053|Ssc2|12051
27054|FLJ20335|12052
27055|Slob|12052
27056|LAX|12053
27057|FLJ20340|12053
27058|FLJ20342|12054
27059|FLJ20343|12055
27060|MGC19520|12055
27061|MKS|12056
27062|FLJ20345|12056
27063|POC12|12056
27064|BBS13|12056
27065|WHSC1L1|12057
27066|FLJ20353|12057
27067|WHISTLE|12057
27068|KMT3F|12057
27069|FLJ20359|12058
27070|MGC34287|12058
27071|C10orf18|12059
27072|FAM208B|12059
27073|FLJ20360|12059
27074|bA318E3.2|12059
27075|KIAA2006|12059
27076|CCDC99|12060
27077|FLJ20364|12060
27078|hSpindly|12060
27079|SEMAI|12061
27080|Semacl1|12061
27081|Semaf|12061
27082|FLJ20374|12062
27083|KIAA1797|12063
27084|C20orf21|12064
27085|FLJ20391|12064
27086|C14orf101|12065
27087|FLJ20392|12065
27088|CKLFSF6|12066
27089|FLJ20396|12066
27090|HEATR2|12067
27091|FLJ20397|12067
27092|FLJ31671|12067
27093|FLJ39381|12067
27094|FLJ25564|12067
27095|CILD18|12067
27096|DUS2L|12068
27097|FLJ20399|12068
27098|SMM1|12068
27099|FLJ20400|12069
27100|CTF8|12069
27101|FLJ20401|12070
27102|RAIN|12070
27103|FLJ20406|12071
27104|dJ583P15.4|12071
27105|LIME|12071
27106|ZNF434|12072
27107|FLJ20417|12072
27108|UBC3B|12073
27109|CDC34B|12073
27110|FLJ20419|12073
27111|MGC10481|12073
27112|FLJ20420|12074
27113|MINOS3|12074
27114|PPP1R22|12074
27115|Mic19|12074
27116|MICOS19|12074
27117|IMPAD1|12075
27118|FLJ20421|12075
27119|IMPA3|12075
27120|gPAPP|12075
27121|FLJ39645|12076
27122|FLJ20422|12076
27123|C14orf94|12077
27124|FLJ20424|12077
27125|RG9MTD1|12078
27126|FLJ20432|12078
27127|MRPP1|12078
27128|LOC54932|12079
27129|FLJ20433|12079
27130|mut-7|12079
27131|Nbr|12079
27132|FLJ20435|12080
27133|C12orf41|12081
27134|FLJ20436|12081
27135|NSL2|12081
27136|FLJ20442|12082
27137|DUSP25|12082
27138|ADPRHL2|12083
27139|ARH3|12083
27140|FLJ20446|12083
27141|FLJ20449|12084
27142|TEB1|12084
27143|bHLHe81|12084
27144|SPATA28|12084
27145|SARSM|12085
27146|FLJ20450|12085
27147|mtSerRS|12085
27148|SerRSmt|12085
27149|SYS|12085
27150|FLJ20452|12086
27151|FLJ20455|12087
27152|TPA018|12087
27153|OCIA|12087
27154|Asrij|12087
27155|FLJ20456|12088
27156|C9orf6|12089
27157|FAM206A|12089
27158|CG-8|12089
27159|FLJ20457|12089
27160|Simiate|12089
27161|C21orf55|12090
27162|C21orf78|12090
27163|FLJ20473|12092
27164|AYTL1|12093
27165|FLJ20481|12093
27166|AGPAT11|12093
27167|LysoPAFAT|12093
27168|LPLAT9|12093
27169|FLJ20484|12094
27170|PNAS-111|12094
27171|PGL2|12095
27172|C11orf79|12095
27173|FLJ20487|12095
27174|SDH5|12095
27175|FLJ20502|12096
27176|TRSPAP1|12097
27177|SECP43|12097
27178|FLJ20503|12097
27179|C1orf27|12098
27180|FLJ20505|12098
27181|odr-4|12098
27182|TTG1|12098
27183|CXorf17|12099
27184|ORF34|12099
27185|FLJ20506|12099
27186|C1orf109|12100
27187|FLJ20508|12100
27188|C15orf30|12101
27189|FLJ20509|12101
27190|FLJ25281|12101
27191|pART15|12101
27192|ARTD15|12101
27193|FLJ20511|12102
27194|DLP|12102
27195|Dim2|12102
27196|FLJ20512|12103
27197|APin|12104
27198|FLJ20513|12104
27199|FAM51A1|12105
27200|FLJ20514|12105
27201|FLJ20515|12106
27202|FLJ10928|12106
27203|FLJ20516|12107
27204|URKL1|12108
27205|FLJ20517|12108
27206|FLJ20519|12109
27207|MENT|12109
27208|FLJ20522|12110
27209|PIG-X|12110
27210|CXorf48|12111
27211|FLJ20527|12111
27212|FLJ20533|12112
27213|C4orf27|12113
27214|FLJ20534|12113
27215|FLJ13859|12114
27216|FLJ20535|12114
27217|TPARM|12114
27218|SMARBP1|12115
27219|SMAR1|12115
27220|FLJ20538|12115
27221|DKFZp761H172|12115
27222|FLJ10177|12115
27223|BEND1|12115
27224|HSPA5BP1|12116
27225|FLJ20539|12116
27226|CPSF3L|12117
27227|FLJ20542|12117
27228|RC-68|12117
27229|CPSF73L|12117
27230|INT11|12117
27231|ICF45|12118
27232|FLJ11601|12118
27233|FLJ20546|12118
27234|IHG-1|12118
27235|hTHG1|12118
27236|C20orf27|12119
27237|FLJ20550|12119
27238|FLJ20551|12120
27239|C2orf18|12121
27240|FLJ20555|12121
27241|ANT2BP|12121
27242|TANGO9|12121
27243|HRASLS2|12122
27244|FLJ20556|12122
27245|PLAAT-2|12122
27246|FLJ20558|12123
27247|C9orf95|12124
27248|FLJ20559|12124
27249|NRK1|12124
27250|bA235O14.2|12124
27251|FLJ20561|12125
27252|HsT18960|12125
27253|nclf|12125
27254|LPTL|12126
27255|LPTS|12126
27256|FLJ20565|12126
27257|MGC8850|12126
27258|Gno1|12126
27259|Pxr1|12126
27260|FLJ20568|12127
27261|FLJ20574|12128
27262|REC01035|12128
27263|FAM7C1|12128
27264|C1orf123|12129
27265|FLJ20580|12129
27266|FLJ20581|12130
27267|FLJ20582|12131
27268|PRO1914|12131
27269|FLJ20584|12132
27270|ZFP29|12133
27271|FLJ20595|12133
27272|ZNF854|12133
27273|C20orf11|12134
27274|FLJ20602|12134
27275|bA305P22.1|12134
27276|TWA1|12134
27277|FLJ20604|12135
27278|FASN2D|12135
27279|CEM1|12135
27280|MOSC2|12136
27281|MARC2|12136
27282|FLJ20605|12136
27283|FLJ20607|12137
27284|CHP3|12137
27285|AKIP|12138
27286|FLJ20608|12138
27287|FLJ20618|12139
27288|NCRNA00080|12139
27289|LINC00080|12139
27290|FLJ20619|12140
27291|C13orf11|12141
27292|FLJ20623|12141
27293|FLJ20624|12142
27294|hPIP1|12142
27295|PIP1|12142
27296|bA421M1.5|12142
27297|MAK11|12142
27298|WDR84|12142
27299|C11orf59|12143
27300|FLJ20625|12143
27301|p27RF-Rho|12143
27302|Pdro|12143
27303|Ragulator1|12143
27304|C6orf96|12144
27305|bA351K16.3|12144
27306|FLJ20627|12144
27307|RMD1|12144
27308|FLJ20628|12145
27309|C22orf8|12146
27310|FLJ20635|12146
27311|bK268H5.C22.4|12146
27312|FLJ20637|12147
27313|C19orf24|12148
27314|FLJ20640|12148
27315|C12orf48|12149
27316|FLJ20641|12149
27317|PARI|12149
27318|NOP17|12150
27319|FLJ20643|12150
27320|Pih1|12150
27321|MOT48|12150
27322|DNAAF14|12150
27323|C14orf10|12151
27324|FLJ20644|12151
27325|G4-1|12151
27326|G5PR|12151
27327|CCDC109B|12152
27328|FLJ20647|12152
27329|FLJ20651|12153
27330|FLJ20666|12154
27331|FLJ11128|12154
27332|MARCH1|12155
27333|FLJ20668|12155
27334|MARCH-I|12155
27335|RNF171|12155
27336|FLJ20671|12156
27337|C17orf73|12157
27338|LINC00483|12157
27339|FLJ20694|12157
27340|FLJ20699|12158
27341|NYGGF4|12159
27342|FLJ20701|12159
27343|ndrp|12160
27344|FLJ20705|12160
27345|DCAF14|12160
27346|BANK|12161
27347|FLJ20706|12161
27348|FAM70A|12162
27349|FLJ20716|12162
27350|FLJ20718|12163
27351|HLC-8|12164
27352|MIG3|12164
27353|FLJ20721|12164
27354|SPEP1|12164
27355|FLJ20725|12165
27356|Fbx34|12165
27357|FLJ20730|12167
27358|FLJ20731|12168
27359|FKBP22|12168
27360|HMCS|12169
27361|FLJ20733|12169
27362|C9orf34|12170
27363|FLJ20736|12170
27364|Nop132|12170
27365|FLJ20753|12171
27366|KIAA1640|12171
27367|FLJ32021|12171
27368|CILD15|12171
27369|FAP172|12171
27370|CFAP172|12171
27371|FLJ20758|12172
27372|DKFZp666K071|12172
27373|FLJ20764|12173
27374|Hepp|12173
27375|FLJ20772|12174
27376|Trm12|12174
27377|TYW2|12174
27378|FLJ20778|12175
27379|MGC129899|12175
27380|EVT2|12176
27381|FLJ20783|12176
27382|FLJ20847|12177
27383|C19orf60|12178
27384|FLJ20850|12178
27385|FLJ30108|12178
27386|FLJ34606|12178
27387|FLJ37391|12178
27388|C14orf102|12179
27389|FLJ14051|12179
27390|FLJ10024|12180
27391|APG16L|12181
27392|ATG16L|12181
27393|WDR30|12181
27394|FLJ10035|12181
27395|ATG16A|12181
27396|FLJ10036|12182
27397|FLJ10038|12183
27398|AIM1L|12184
27399|FLJ38020|12184
27400|FLJ10052|12185
27401|FLJ10055|12186
27402|WIPI49|12186
27403|ATG18|12186
27404|ATG18A|12186
27405|FLJ10057|12187
27406|DKFZp434N0510|12187
27407|ZCW1|12187
27408|C9orf68|12188
27409|FLJ10058|12188
27410|GPR172B|12189
27411|FLJ10060|12189
27412|GPCR42|12189
27413|hRFT1|12189
27414|RFVT1|12189
27415|PDP3|12190
27416|FLJ10094|12191
27417|PIG38|12191
27418|CNOX|12191
27419|cCNOX|12191
27420|C7orf42|12192
27421|FLJ10099|12192
27422|FLJ13090|12192
27423|FLJ10103|12193
27424|FLJ10110|12194
27425|ZIBRA|12195
27426|FLJ10111|12195
27427|FLJ23501|12195
27428|HOIP|12195
27429|Paul|12195
27430|LRRC37A4|12196
27431|FLJ10120|12196
27432|TLDC3|12197
27433|FLJ10128|12198
27434|KIAA1561|12198
27435|FLJ10134|12199
27436|DERP7|12199
27437|ZNF312|12200
27438|FLJ10142|12200
27439|FKSG36|12200
27440|TOF|12200
27441|FEZL|12200
27442|Zfp312|12200
27443|TAPBP-R|12201
27444|FLJ10143|12201
27445|TAPBPR|12201
27446|ESRRBL1|12202
27447|FLJ10147|12202
27448|HIPPI|12202
27449|MHS4R2|12202
27450|FLJ10154|12203
27451|FLJ10157|12204
27452|FLJ10159|12205
27453|CXorf57|12206
27454|FLJ14191|12206
27455|FLJ10178|12206
27456|C10orf118|12207
27457|FLJ10188|12207
27458|FLJ35301|12207
27459|CCCP-1|12207
27460|golgin104|12207
27461|NAT3|12208
27462|ATA3|12208
27463|SNAT4|12208
27464|FLJ10193|12209
27465|C1orf72|12210
27466|FLJ10199|12210
27467|C8orf32|12211
27468|WDYHV1|12211
27469|FLJ10204|12211
27470|GPATC1|12212
27471|ECGP|12212
27472|FLJ10206|12212
27473|FLJ38686|12212
27474|FLJ10211|12213
27475|MGC99832|12213
27476|SMGB|12213
27477|hSmaug2|12213
27478|FLJ10233|12215
27479|ATP5SL|12216
27480|FLJ10241|12216
27481|C14orf103|12217
27482|FLJ10242|12217
27483|BLTP4B|12217
27484|FLJ10244|12218
27485|FLJ25604|12218
27486|GPATC2|12219
27487|FLJ10252|12219
27488|CT110|12219
27489|PPP1R30|12219
27490|Pfa1|12219
27491|FLJ10260|12220
27492|ORAOV2|12221
27493|TMEM16A|12221
27494|TAOS2|12221
27495|FLJ10261|12221
27496|DOG1|12221
27497|FLJ10276|12222
27498|RP4-811H24.7|12222
27499|VG5Q|12223
27500|HSU84971|12223
27501|FLJ10283|12223
27502|GPATC7|12223
27503|GPATCH7|12223
27504|FLJ10292|12224
27505|MGN2|12224
27506|FLJ10297|12225
27507|WDR60|12226
27508|FLJ10300|12226
27509|FAP163|12226
27510|CFAP163|12226
27511|DIC6|12226
27512|FLJ10307|12227
27513|RICH1|12228
27514|FLJ10308|12228
27515|NADRIN|12228
27516|FLJ13219|12228
27517|WBP15|12228
27518|FLJ10315|12229
27519|hv7-3|12230
27520|NTT73|12230
27521|FLJ10316|12230
27522|V7-3|12230
27523|SBAT1|12230
27524|FLJ10320|12231
27525|CEP-68|12231
27526|ASPIC1|12231
27527|FLJ10330|12232
27528|PHF9|12233
27529|FLJ10335|12233
27530|FAAP43|12233
27531|Pog|12233
27532|C6orf166|12234
27533|FLJ10342|12234
27534|dJ486L4.2|12234
27535|HILI|12235
27536|FLJ10351|12235
27537|Mili|12235
27538|CT80|12235
27539|KIAA1569|12236
27540|FLJ10352|12236
27541|PPP1R62|12236
27542|FLJ10359|12237
27543|BAP28|12237
27544|UTP10|12237
27545|RNF137|12238
27546|SS-56|12238
27547|FLJ10369|12238
27548|TMEM16K|12239
27549|FLJ10375|12239
27550|MGC47890|12239
27551|SCAR10|12239
27552|ARMC4|12240
27553|FLJ10817|12240
27554|FLJ10376|12240
27555|DKFZP434P1735|12240
27556|CILD23|12240
27557|gudu|12240
27558|FLJ10377|12241
27559|NOP4|12241
27560|LARP2|12242
27561|FLJ10378|12242
27562|DKFZp434K245|12242
27563|DKFZp686E0316|12242
27564|FLJ10379|12243
27565|WDR79|12244
27566|FLJ10385|12244
27567|TCAB1|12244
27568|FLJ10408|12246
27569|FLJ10415|12247
27570|ZNF744|12247
27571|Vms1|12247
27572|FLJ10422|12248
27573|KAT9|12248
27574|C15orf25|12249
27575|CEP27|12249
27576|FLJ10460|12249
27577|HsT17025|12249
27578|FLJ12042|12250
27579|MESRGP|12250
27580|DasraB|12250
27581|LRRC5|12251
27582|FLJ10470|12251
27583|DYT6|12252
27584|FLJ10477|12252
27585|4833431A01Rik|12252
27586|FLJ10479|12253
27587|ZNF374|12253
27588|RNPC4|12254
27589|FLJ10482|12254
27590|CAPERbeta|12254
27591|C14orf130|12255
27592|PAPD1|12256
27593|FLJ10486|12256
27594|SPAX4|12256
27595|TENT6|12256
27596|FLJ10490|12257
27597|C9orf87|12258
27598|FLJ10493|12258
27599|bA219P18.1|12258
27600|D4Ertd89e|12258
27601|TRIC-B|12258
27602|FLJ10496|12259
27603|FLJ10498|12260
27604|FLJ10504|12261
27605|LST005|12261
27606|misato|12261
27607|FLJ10511|12262
27608|Arcp|12262
27609|FLJ10514|12263
27610|mtAspRS|12263
27611|FLJ10520|12264
27612|RNF201|12264
27613|FANCW|12264
27614|FLJ10521|12265
27615|KIAA1626|12265
27616|FLJ10525|12266
27617|Pom33|12266
27618|PDXPO|12267
27619|FLJ10539|12268
27620|Shq1p|12268
27621|C10orf3|12269
27622|FLJ10540|12269
27623|CT111|12269
27624|C6orf139|12270
27625|FLJ10545|12270
27626|CENP-Q|12270
27627|RNF184|12271
27628|MSL2L1|12271
27629|FLJ10546|12271
27630|KIAA1585|12271
27631|msl-2|12271
27632|FLJ10548|12272
27633|MRPS18-3|12272
27634|HRMT1L6|12273
27635|FLJ10559|12273
27636|FLJ10560|12274
27637|C14orf104|12275
27638|FLJ10563|12275
27639|KTU|12275
27640|PF13|12275
27641|CILD10|12275
27642|FLJ10567|12276
27643|C8orf35|12277
27644|FLJ10569|12277
27645|INT10|12277
27646|FLJ10572|12278
27647|FLJ10578|12279
27648|FAM82C|12280
27649|FAM82A2|12280
27650|FLJ10579|12280
27651|PTPIP51|12280
27652|RMD3|12280
27653|RNMTL1|12281
27654|FLJ10581|12281
27655|HC90|12281
27656|RMTL1|12281
27657|FLJ10582|12282
27658|FAIM1|12282
27659|LINS|12283
27660|MRT27|12283
27661|WINS1|12283
27662|C17orf71|12284
27663|FLJ10587|12284
27664|FLJ23205|12284
27665|C1orf164|12285
27666|FLJ10597|12285
27667|FLJ12870|12286
27668|FLJ10599|12286
27669|C20orf84|12287
27670|C20orf12|12287
27671|FLJ10600|12287
27672|dJ568F9.2|12287
27673|FLJ30892|12287
27674|bA189K21.8|12287
27675|ANKRD64|12287
27676|FLJ10618|12288
27677|PNC2|12288
27678|FLJ10619|12289
27679|KIAA0453|12289
27680|BLTP5D|12289
27681|FLJ10620|12290
27682|hSyn|12290
27683|RIC8|12290
27684|DIPP3b|12291
27685|FLJ10628|12291
27686|hDIPP3beta|12291
27687|FLJ10631|12292
27688|FLJ10634|12293
27689|BAF180|12294
27690|PB1|12294
27691|SMARCH1|12294
27692|C1orf78|12295
27693|FAM176B|12295
27694|FLJ10647|12295
27695|C14orf105|12296
27696|FLJ10650|12296
27697|C12orf35|12297
27698|KIAA1551|12297
27699|FLJ20696|12297
27700|FLJ10652|12297
27701|UTA2-1|12297
27702|GET|12297
27703|P15RS|12298
27704|FLJ10656|12298
27705|HsT3101|12298
27706|FLJ10659|12299
27707|DIP13B|12299
27708|FAM86C|12300
27709|FAM86C1|12300
27710|FLJ10661|12300
27711|FLJ27199|12300
27712|FLJ10665|12301
27713|MYOGEF|12301
27714|C19orf5|12302
27715|VCY2IP1|12302
27716|BPY2IP1|12302
27717|FLJ10669|12302
27718|MAP8|12302
27719|KIAA1916|12303
27720|FLJ10675|12303
27721|GPP34R|12304
27722|FLJ10697|12305
27723|FLJ10701|12306
27724|FLJ10833|12306
27725|ARL10C|12307
27726|FLJ10702|12307
27727|Gie1|12307
27728|C13orf17|12308
27729|FLJ10704|12308
27730|FLJ20092|12308
27731|FLJ10707|12309
27732|SETD5A|12309
27733|FLJ10709|12310
27734|FLJ10713|12311
27735|FLJ10715|12312
27736|BBS2L1|12312
27737|FLJ10716|12313
27738|CLLD7|12313
27739|CLLL7|12313
27740|LEPREL1|12314
27741|FLJ10718|12314
27742|MLAT4|12314
27743|KIAA1794|12315
27744|FLJ10719|12315
27745|C11orf57|12316
27746|FLJ10726|12316
27747|TMLH|12317
27748|FLJ10727|12317
27749|BBOX2|12317
27750|XAP130|12317
27751|C14orf114|12318
27752|EXDL2|12318
27753|FLJ10738|12318
27754|TMEM57|12319
27755|FLJ10747|12319
27756|FLJ10748|12320
27757|FLJ10751|12321
27758|FLJ10844|12321
27759|FLJ10759|12322
27760|DEAR1|12322
27761|FLJ10761|12323
27762|EKI2|12323
27763|KIAA1579|12324
27764|FLJ10770|12324
27765|hALP|12325
27766|FLJ10774|12325
27767|FLJ12179|12325
27768|NET43|12325
27769|KIAA1709|12325
27770|Kre33|12325
27771|dJ523E19.1|12326
27772|LANO|12326
27773|FLJ10775|12326
27774|FLJ11834|12326
27775|PNMAL1|12327
27776|KIAA1183L|12327
27777|FLJ10781|12327
27778|FLJ10782|12328
27779|FLJ10785|12329
27780|FLJ10786|12330
27781|C2orf6|12331
27782|MOBK1B|12331
27783|MOBKL1B|12331
27784|FLJ10788|12331
27785|MOB1|12331
27786|FLJ11595|12331
27787|Mob4B|12331
27788|Mats1|12331
27789|SMU-1|12332
27790|FLJ10805|12332
27791|BWD|12332
27792|fSAP57|12332
27793|UBE1L2|12333
27794|FLJ10808|12333
27795|C14orf115|12334
27796|FLJ10811|12334
27797|vertnin|12334
27798|FLJ10815|12335
27799|SNAT7|12335
27800|KIAA1612|12336
27801|FLJ10826|12336
27802|TPA1|12336
27803|TSAP6|12337
27804|dudlin-2|12337
27805|STMP3|12337
27806|KIRREL|12338
27807|NEPH1|12338
27808|FLJ10847|12339
27809|MATE1|12339
27810|C20orf44|12340
27811|UQCC|12340
27812|FLJ10850|12340
27813|CBP3|12340
27814|BFZB|12340
27815|FLJ10853|12341
27816|FLJ10858|12342
27817|hFPG2|12342
27818|FPG2|12342
27819|hNEI3|12342
27820|ZGRF3|12342
27821|C1orf75|12343
27822|TMEM206|12343
27823|FLJ10874|12343
27824|PAC|12343
27825|ASOR|12343
27826|PAORAC|12343
27827|YY1AP|12344
27828|YAP|12344
27829|STATIP1|12345
27830|FLJ10879|12345
